Chemical Formula;Molecular Weight (monoisotopic);Generic Name;CAS Number
C31H25F2N4O3PS;602,135304; {4-[(2s,4e)-2-(1,3-Benzothiazol-2-Yl)-2-(1h-1,2,3-Benzotriazol-1-Yl)-5-Phenylpent-4-Enyl]Phenyl}(Difluoro)Methylphosphonic Acid;
C30H34O13;602,199941; Picrotoxin;124-87-8
C31H33F3N2O5S;602,206227; Tipranavir;174484-41-4
C29H38N4O10;602,258793; Lymecycline;992-21-2
C35H62N4O4;602,477106; Pipecuronium;68399-58-6
C10H17N5O17P4;602,956990; Guanosine-5',3'-Tetraphosphate;
C37H49NO6;603,355988; LFA703;
C30H53NO11;603,361862; Benzonatate;104-31-4
C18H31GdN4O9;605,133204; Gadobutrol;138071-82-6
C31H47N3O9;605,331230; PNU177836;
C32H47F5O3S;606,316607; Fulvestrant;129453-61-8
C29H19Cl2N3O6S;607,037161; Bilh 434;
C17H27N3O17P2;607,081569; Uridine-Diphosphate-N-Acetylgalactosamine;
C17H27N3O17P2;607,081569; Uridine-Diphosphate-N-Acetylglucosamine;
C31H34N3O8P;607,208352; RU84687;
C31H41N7O6;607,311832; Chymostatin;9076-44-2
C33H40N2O9;608,273381; Reserpine;50-55-5
C37H41N2O6;609,296462; Tubocurarine;6989-98-6
C25H22BrF3N4O4S;610,049723; Saprisartan;146623-69-0
C27H30O16;610,153385; Rutin;153-18-4
C36H41N3O6;611,299536; Lercanidipine;100427-26-7
C19H16N8O10S3;612,015151; Reactive Red 1 Dye;
C25H24N8O7S2;612,120937; Cefpiramide;70797-11-4
C20H32N6O12S2;612,151962; Oxidized Glutathione Disulfide;
C31H36N2O11;612,231910; Novobiocin;303-81-1
C32H48N6O4S;612,345775; [2,4,6-Triisopropyl-Phenylsulfonyl-L-[3-Amidino-Phenylalanine]]-Piperazine-N'-Beta-Alanine;
C31H34F2N3O6P;613,215329; RU82209;
C29H39N7O6S;613,268253; 2-[2-ETHANESULFONYLAMINO-3-(5-PROPOXY-1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIMIDOYL-BENZYLAMIDE);
C36H47N5O4;613,362805; Indinavir;150378-17-9
C11H9I3N2O4;613,769637; Diatrizoate;117-96-4
C23H22F7N4O6P;614,116518; Fosaprepitant;172673-20-0
C20H31N4O16P;614,147267; Cytidine-5'-Monophosphate-5-N-Acetylneuraminic Acid;
C23H46N6O13;614,312286; Framycetin;119-04-0
C23H46N6O13;614,312286; Neomycin;1404-04-2
C23H45N5O14;615,296301; Paromomycin;1263-89-4
C34H32FeN4O4;616,177298; Mesoheme;
C34H32FeN4O4;616,177298; Heme;
C32H48N4O8;616,347215; 17-Dmag;
C33H60O10;616,418648; Nonoxynol-9;26571-11-9
C33H30FeN4O5;618,156562; Clorocruoro Hem;
C34H34FeN4O4;618,192948; Hybrid Between B and C Type Hemes (Protoporphyrin Ixcontaining Fe);
C34H34FeN4O4;618,192948; Heme C;
C30H46N6O8;618,337712; (E)-(S)-4-[(S)-4-METHYL-2-((S)-3-METHYL-2{(S)-2-[(5-METHYL-ISOXAZOLE-3- CARBONYL)-AMINO]-PROPIONYLAMINO}-BUTYRYLAMINO)-PENTANOYLAMINO]-5-((S)-2- OXO-PYRROLIDIN-3-YL)-PENT-2-ENOIC ACID ETHYL ESTER;
C16H23N5O17P2;619,056417; Guanosine 5'-(Trihydrogen Diphosphate), P'-D-Mannopyranosyl Ester;
C24H21N5O11S2;619,067898; Nitrocefin Acyl-Serine;
C34H32CoN4O4;619,175556; Protoporphyrin Ix Containing Co;
C29H38N3O10P;619,229481; (4-{2-Acetylamino-2-[1-(3-Carbamoyl-4-Cyclohexylmethoxy-Phenyl)-Ethylcarbamoyl}-Ethyl}-2-Phosphono-Phenoxy)-Acetic Acid;
C25H28N6O7S3;620,118159; Cefditoren;117467-28-4
C33H32FeN4O5;620,172212; 2-Formyl-Protoporphryn Ix;
C34H40N2O9;620,273381; Inhibitor BEA369;
C29H43N5O8S;621,283234; N-{3-[4-(3-Amino-Propyl)-Piperazin-1-Yl]-Propyl}-3-(2-Thiophen-2-Yl-Acetylamino)-5-(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yloxy)-Benzamide;
C33H43N5O5S;621,298490; 3-[[N-[4-Methyl-Piperazinyl]Carbonyl]-Phenylalaninyl-Amino]-5-Phenyl-Pentane-1-Sulfonic Acid Benzyloxy-Amide;
C14H9I3O4;621,763489; [4-(4-Hydroxy-3-Iodo-Phenoxy)-3,5-Diiodo-Phenyl]-Acetic Acid;
C28H48Cu2N8;622,259396; Cu-Bicyclam;
C25H42N4O14;622,269752; Allosamidin;103782-08-7
C32H65NO8P;622,444780; Diundecyl Phosphatidyl Choline;
C37H41N3O6;623,299536; (S)-TETRAHYDROFURAN-3-YL (2S,3S)-4-((S)-4-((1R,3R)-3-(2-AMINO-2-OXOETHYL)-2,3-DIHYDRO-1H-INDEN-1-YL)-2-BENZYL-3-OXO-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE;
C34H32N4O4Zn;624,171502; Protoporphyrin Ix Containing Zn;
C35H42F2N2O6;624,301093; FKB-001;
C36H39N3O7;625,278801; 2-ETHOXYETHYL (2S,3S)-4-((S)-2-BENZYL-3-OXO-4-((3AR,8R,8AS)-2-OXO-3,3A,8,8A-TETRAHYDRO-2H-INDENO[1,2-D]OXAZOL-8-YL)-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE;
C34H34N4O4Zn;626,187152; Zinc Substituted Heme C;
C24H41N3O16;627,248682; Chitotriose;
C34H41N7O5;627,316917; Dabigatran etexilate;211915-06-9
C37H48N4O5;628,362471; Lopinavir;192725-17-0
C36H43N3O7;629,310101; (3s)-Tetrahydrofuran-3-Yl (1r,2s)-3-[4-((1r)-2-{[(S)-Amino(Hydroxy)Methyl]Oxy}-2,3-Dihydro-1h-Inden-1-Yl)-2-Benzyl-3-Oxopyrrolidin-2-Yl]-1-Benzyl-2-Hydroxypropylcarbamate;
C15H24N2O19P2S;630,016920; Sulfoquinovose-Uridine-C1,5'-Diphosphate;
C33H50N4O6S;630,345106; Remikiren;126222-34-2
C39H50O7;630,355654; Peridinin;
C34H37N3O7S;631,235221; AHA047;
C32H49N5O8;631,358114; (E)-(4S,6S)-6-((S)-2-{(S)-2-[(FURAN-2-CARBONYL)-AMINO]-3-METHYL-BUTYRYLAMINO}-3-METHYL-BUTYRYLAMINO)-8-METHYL-5-OXO-4-((R)-2-OXO-PYRROLIDIN-3-YLMETHYL)-NON-2-ENOIC ACID ETHYL ESTER;
C29H37F5N4O6;632,263326; Mdl 101,146;149859-17-6
C23H39NO19;633,211628; Lactose Sialic Acid;
C35H43N3O8;633,305015; Inhibitor Bea388;
C34H34FeN4O5;634,187862; 2-Acetyl-Protoporphyrin Ix;
C35H42N2O9;634,289031; Rescinnamine;24815-24-5
C38H40N2O7;636,283552; Inhibitor Bea425;
C32H36N3O9P;637,218916; RU85493;
C46H70O;638,542667; 2-[(2e,6e,10e,14e,18e,22e,26e)-3,7,11,15,19,23,27,31-Octamethyldotriaconta-2,6,10,14,18,22,26,30-Octaenyl]Phenol;
C15H16I3NO3;638,826424; Bunamiodyl;1233-53-0
C15H25N5O17P3;640,045829; 2'-Monophosphoadenosine-5'-Diphosphoribose;
C36H32FeN4O4;640,177298; 1,3-Dedimethyl-1,3-Divinyl Heme;
C24H35NO17S;641,162569; 4'-Nitrophenyl-3i-Thiolaminaritrioside;
C35H39CuN4O4;642,226732; N-Methylmesoporphyrin Containing Copper;
C34H50N4O8;642,362865; Inhibitor Bea322;
C30H35N3O9P2;643,184853; RU83876;
C36H36FeN4O4;644,208598; Dimethyl Propionate Ester Heme;
C25H29I2NO3;645,023681; Amiodarone;1951-25-3
C25H27N9O8S2;645,142400; Cefoperazone;62893-19-0
C34H35N3O8S;645,214486; 3-[N-[Benzyloxycarbonyl]-Phenylalaninyl-Amino]-5-Phenyl-Pentane-1-Sulfonic Acid 4-Nitro-Phenyl Ester;
C25H43NO18;645,248014; Acarbose;56180-94-0
C25H43NO18;645,248014; 4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Alpha-D-Lyxo-Hexopyranosyl-(1->4)-Alpha-D-Threo-Hexopyranosyl-(1->6)-Alpha-L-Threo-Hexopyranose;
C33H33N3O7S2;647,175992; N,O-Didansyl-L-Tyrosine;
C25H45NO18;647,263664; Dihydro-Acarbose;
C34H32FeN4O6;648,167127; Diacetyldeuteroheme;
C40H44N2O6;648,319937; (2r,3r,4r,5r)-3,4-Dihydroxy-N,N'-Bis[(1s,2r)-2-Hydroxy-2,3-Dihydro-1h-Inden-1-Yl]-2,5-Bis(2-Phenylethyl)Hexanediamide;
C45H76O2;648,584532; Cholesteryl Linoleate;604-33-1
C21H29N7O13P2;649,129857; 3-Aminomethyl-Pyridinium-Adenine-Dinucleotide;
C15H12I3NO4;650,790038; Liothyronine;1823692,00
C40H48N2O6;652,351237; Metocurine;5152-30-7
C39H48N4O5;652,362471; L-756,423;
C43H88O3;652,673347; 1,2-Di-1-(3,7,11,15-Tetramethyl-Hexadecane)-Sn-Glycerol;
C19H25N7O15P2;653,088386; Adenylyl-3'-5'-Phospho-Uridine-3'-Monophosphate;
C32H40BrN5O5;653,221282; Bromocriptine;25614-03-3
C29H46N6O9S;654,304698; Aeruginosin 98-B;
C23H18Br2N2O7S2;655,892218; 3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid (4-Sulfamoyl-Phenyl)-Amide;
C32H32O13S;656,156362; Teniposide;29767-20-2
C36H40N4O8;656,284614; Coproporphyrin I;
C36H40N4O8;656,284614; Coproporphyrin Iii;
C35H56N6O6;656,426134; Enalkiren;113082-98-7
C35H33NO12;659,200276; Ncs-Chromophore;81604-85-5
C27H41N5O14;659,265001; 1,3-Di(N-Propyloxy-a-Mannopyranosyl)-Carbomyl 5-Methyazido-Benzene;
C6H12O24S6;659,804275; D-Myo-Inositol-Hexasulphate;
O19V7;660,511124; Meta Vanadate;
C22H29N7O13P2;661,129857; Carba-Nicotinamide-Adenine-Dinucleotide;
C30H37Cl2N7O6;661,218237; 5-[2,3-Dichloro-4-(5-{1-[2-(2-Guanidino-4-Methyl-Pentanoylamino)-Acetyl]-Piperidin-4-Yl}-1-Methyl-1h-Pyrazol-3-Yl)-Phenoxymethyl]-Furan-2-Carboxylic Acid;
C35H36FN3O9;661,243558; RU90395;
C42H45N8;661,376718; 3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-4-Yl]Hexyl]-Phenanthridinium;
C42H45N8;661,376718; 3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-5-Yl]Hexyl]-Phenanthridinium;
C32H26N2O10S2;662,102886; (S)-2-{Methyl-[2-(Naphthalene-2-Sulfonylamino)-5-(Naphthalene-2-Sulfonyloxy)-Benzoyl]-Amino}-Succinicacid;
C22H28N6O14P2;662,113873; 3-Acetylpyridine Adenine Dinucleotide;
C22H28N6O14P2;662,113873; 3-Acetyl Pyridine Adenine Dinucleotide;
C20H34GdN5O10;662,154668; Gadoversetamide;131069-91-5
C17H24N5O17P3;663,038004; Etheno-Nadp;
C21H27N7O14P2;663,109122; Nicotinamide-Adenine-Dinucleotide;53-84-9
C21H27N7O14P2;663,109122; 5-Beta-D-Ribofuranosylnicotinamide Adenine Dinucleotide;
C21H27N7O14P2;663,109122; Cpad;
C35H40N2O9S;664,245452; 2-[4-(Hydroxy-Methoxy-Methyl)-Benzyl]-7-(4-Hydroxymethyl-Benzyl)-1,1-Dioxo-3,6-Bis-Phenoxymethyl-1lambda6-[1,2,7]Thiadiazepane-4,5-Diol;
C21H27N6O15P2;665,100962; Deamido-Nad+;
C21H29N7O14P2;665,124772; NADH;606-68-8
C30H41N3O10P2;665,226718; {4-[2-Acetylamino-2-(3-Carbamoyl-2-Cyclohexylmethoxy-6,7,8,9-Tetrahydro-5h-Benzocyclohepten-5ylcarbamoyl)-Ethyl]-2-Phosphono-Phenyl}-Phosphonic Acid;
C33H47NO13;665,304741; Natamycin;7681-93-8
C24H42O21;666,221858; Maltotetraose;34612-38-9
C10H18N5O19P5;666,928406; Adenosine-5'-Pentaphosphate;
C40H35N2O6P;670,223273; 2-[3-({Methyl[1-(2-Naphthoyl)Piperidin-4-Yl]Amino}Carbonyl)-2-Naphthyl]-1-(1-Naphthyl)-2-Oxoethylphosphonic Acid;
C39H50N4O6;670,373035; Analogue of Indinavir Drug;
C38H50N6O5;670,384269; Saquinavir;127779-20-8
C37H69O8P;672,473006; Phosphatidyl ethanol;
C29H42N10O9;674,313623; Argadin;289665-92-5
C29H41N9O10;675,297639; Argifin;
C37H61BrN2O4;676,381471; Rapacuronium;156137-99-4
C34H35N3O12;677,222074; N-(Allyloxycarbonyl)-4-[N-(Carboxy-Formyl)-2-(Benzoic Acid)-Amino]-L-Phenylalaninyl-Amino-Butyloxy-(6-Hydroxy-Benzoic Acid Methyl Ester);
C37H51N5O7;677,378849; EM-1745;
C20H34AuO9PS;678,132666; Auranofin;34031-32-8
C21H27N7O13P2S;679,086278; Thionicotinamide-Adenine-Dinucleotide;
C34H41N5O8S;679,267584; Dihydroergotoxine;11032-41-0
C35H48N6O8;680,353363; (E)-(4S,6S)-8-METHYL-6-((S)-3-METHYL-2-{(S)-2-[(5-METHYL-ISOXAZOLE-3-CARBONYL)-AMINO]-PROPIONYLAMINO}-BUTYRYLAMINO)-5-OXO-4-((R)-2-OXO-PYRROLIDIN-3-YLMETHYL)-NON-2-ENOIC ACID BENZYL ESTER;
C36H56O12;680,377177; Fusicoccin;20108-30-9
C24H42O22;682,216773; Cellotetraose;38819-01-1
C31H34Br2N4O4;684,094681; Cis-[4,5-Bis-(4-Bromophenyl)-2-(2-Ethoxy-4-Methoxyphenyl)-4,5-Dihydroimidazol-1-Yl]-[4-(2-Hydroxyethyl)Piperazin-1-Yl]Methanone;
C33H42Cl2N8O4;684,270607; SP4160;
C29H23F6N3O6P2;685,096628; {[2-(1h-1,2,3-Benzotriazol-1-Yl)-2-(3,4-Difluorophenyl)Propane-1,3-Diyl]Bis[4,1-Phenylene(Difluoromethylene)]}Bis(Phosphonic Acid);
C38H47N5O7;685,347549; {(1s)-1-Benzyl-4-[3-Carbamoyl-1-(1-Carbamoyl-2-Phenyl-Ethylcarbamoyl)-(S)-Propylcarbamoyl]-2-Oxo-5-Phenyl-Pentyl}-Carbamic Acid Tert-Butyl Ester;
C21H35N7O13P2S;687,148878; Dephospho Coenzyme A;
C38H38F2N2O8;688,259623; Inhibitor Bea403;
C37H45N4O7P;688,302586; 4-[(10s,14s,18s)-18-(2-Amino-2-Oxoethyl)-14-(1-Naphthylmethyl)-8,17,20-Trioxo-7,16,19-Triazaspiro[5.14]Icos-11-En-10-Yl]Benzylphosphonic Acid;
C38H72O10;688,512549; MONOGALACTOSYL-DIACYLGLYCEROL;
C34H50N4O9S;690,329850; Dalfopristin;112362-50-2
C37H74NO8P;691,515205; 3-[Aminoethylphosphoryl]-[1,2-Di-Palmitoyl]-Sn-Glycerol;
C40H36FeN4O4;692,208598; 2-Phenylheme;
C39H42N4O6P;693,284197; 1-Benzyloxycarbonylamino-2-Phenyl-Ethyl)-{2-[1-Carbamoyl-2-(1h-Indol-3-Yl)-Ethylcarbamoyl]-5-Phenyl-Pentyl}-Phosphinic Acid;
C38H47NO11;693,314911; {3-[3-(3,4-Dimethoxy-Phenyl)-1-(1-{1-[2-(3,4,5-Trimethoxy-Phenyl)-Butyryl]-Piperidin-2yl}-Vinyloxy)-Propyl]-Phenoxy}-Acetic Acid;
C40H38FeN4O4;694,224248; 12-Phenylheme;
C38H62N8O4;694,489403; 2-{N'-[2-(5-Amino-1-Phenylcarbamoyl-Pentylcarbamoyl)-Hexyl]-Hydrazinomethyl}-Hexanoic Acid(5-Amino-1-Phenylcarbamoyl-Pentyl)-Amide;
C35H36ClN2O11;695,200763; Clorobiocin;39868-96-7
C19H22N8O13P2S2;696,022297; Pterin Cytosine Dinucleotide;
C34H46N6O6S2;698,292025; OXIMINOARYLSULFONAMIDE;
C37H42F2N8O4;700,329708; Posaconazole;171228-49-2
C35H38Cl2N8O4;704,239307; Itraconazole;84625-61-6
C38H52N6O7;704,389748; Atazanavir;198904-31-3
C43H52N4O5;704,393771; Voacamine;3371-85-5
C39H68NO8P;709,468255; L-Alpha-Phosphatidyl-Beta-Oleoyl-Gamma-Palmitoyl-Phosphatidylethanolamine;
C36H36CoN4O8;711,186514; Coproporphyrin I Containing Co(Iii);
C34H32FeN4O10;712,146785; Heme D;
C15H19N5O20P4;712,957384; Phosphoribosyl Atp;
C28H57N7O14;715,396350; 2''-O-[N-(3-(aminopropyl)2-aminoethyl]paromomycin;
C16H16N8O19P3;716,974455; Spiro(2,4,6-Trinitrobenzene[1,2a]-2o',3o'-Methylene-Adenine-Triphosphate;
C19H25N7O14P2Se;717,009993; Selenazole-4-Carboxyamide-Adenine Dinucleotide;
C41H42N4O8;718,300264; Verteporfin;129497-78-5
C24H31N7O15P2;719,135336; Nicotinamide Adenine Dinucleotide Acetone Adduct;
C37H48N6O5S2;720,312760; Ritonavir;155213-67-5
C38H75O10P;722,509785; 1,2-Dipalmitoyl-Phosphatidyl-Glycerole;
C34H36F3NO13;723,213875; Valrubicin;56124-62-0
C27H49N9O10S2;723,304380; Trypanothione;
C37H55ClN8O5;726,398395; N-[2(S)-Cyclopentyl-1(R)-Hydroxy-3(R)Methyl]-5-[(2(S)-Tertiary-Butylamino-Carbonyl)-4-(N1-(2)-(N-Methylpiperazinyl)-3-Chloro-Pyrazinyl-5-Carbonyl)-Piperazino]-4(S)-Hydroxy-2(R)-Phenylmethyl-Pentanamide;
C38H62N6O8;730,462913; MMI-175;
C30H37N9O13;731,251082; Triglu-5-Formyl-Tetrahydrofolate;
C36H45N9O8;731,339109; Cyclotheonamide A;
C43H89O6P;732,639677; 1,2-Di-1-(3,7,11,15-Tetramethyl-Hexadecane)-Sn-Glycero-3-Phosphate;
C10H15N5O10W2;732,983757; Adenosine-5'-Ditungstate;
C37H67NO13;733,461241; Erythromycin;114-07-8
C39H75O10P;734,509785; 1-[Glycerolylphosphonyl]-2-[8-(2-Hexyl-Cyclopropyl)-Octanal-1-Yl]-3-[Hexadecanal-1-Yl]-Glycerol;
C21H36N7O16P3;735,143138; Desulfo-Coenzyme A;5863-40-1
C26H19Br2N3O7S3;738,875187; 3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid [4-(Thiazol-2-Ylsulfamoyl)-Phenyl]-Amide;
C21H28N7O17P3;743,075452; 2'-Monophosphoadenosine 5'-Diphosphoribose;
C36H52N6O9P;743,353339; Carbobenzoxy-Pro-Lys-Phe-Y(Po2)-Ala-Pro-Ome;
C21H30N7O17P3;745,091102; Nadph Dihydro-Nicotinamide-Adenine-Dinucleotidephosphate;
C40H75O10P;746,509785; (2R)-3-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-2-[(9E)-HEXADEC-9-ENOYLOXY]PROPYL (9E)-OCTADEC-9-ENOATE;
C26H35N7O15P2;747,166637; Nicotinamide Adenine Dinucleotide 3-Pentanone Adduct;
C38H69NO13;747,476891; Clarithromycin;81103-11-9
C41H82NO8P;747,577805; Di-Stearoyl-3-Sn-Phosphatidylethanolamine;
C14H8I4O4;747,660132; 3,3',5,5'-Tetraiodothyroacetic Acid;
C38H72N2O12;748,508526; Azithromycin;83905-01-5
C41H83NO8P;748,585630; Phosphatidylethanolamine;
C23H36N4O20P2;750,139813; Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine;
C32H42N6O13S;750,253056; Cephalosporin Analog;
C30H37N6O15P;752,205451; N-[5'-O-Phosphono-Ribofuranosyl]-2-[2-Hydroxy-2-[4-[Glutamic Acid]-N-Carbonylphenyl]-3-[2-Amino-4-Hydroxy-Quinazolin-6-Yl]-Propanylamino]-Acetamide;
C40H51NO13;753,336041; 10-{4-Dimethylamino-5-[4-Hydroxy-6-Methyl-5-(6-Methyl-5-Oxo-Tetrahydro-Pyran-2-Yloxy)-Tetrahydro-Pyrane-2-Yloxy]-6-Methyl-Tetrahydro-Pyran-2-Yloxy}-8-Ethyl-1,8,11-Trihydroxy-7,8,9,10-Tetrahydro-Naphthacene-5,12-Dione;
C43H55N5O7;753,410149; Vindesine;59917-39-4
C31H61N7O14;755,427650; (2S,3S,4R,5R,6R)-5-Amino-2-(Aminomethyl)-6-((2R,3R,4R,5S)-5-((1R,2R,3S,5R,6S)-3,5-Diamino-2-((2S,3R,4R,5S,6R)-3-amino-4,5-dihydroxy-6-(hydroxymethyl)-tetrahydro-2H-pyran-2-yloxy)-6-hydroxycyclohexyloxy)-2-(hydroxymethyl)-4-(2-((R)-piperidin-3-ylmethylamin;
C20H27N10O16P3;756,081934; Bis(Adenosine)-5'-Triphosphate;
C42H80NO8P;757,562155; Palmitoyl-Linoleoyl Phosphatidylcholine;
C41H38N6O5S2;758,234510; XV638;183854-11-7
C21H28N7O16P3S;759,052608; Tatp;17088-37-8
C27H35N7O15P2;759,166637; Nicotinamide Adenine Dinucleotide Cyclohexanone;
C39H43N3O11S;761,261830; Trabectedin;114899-77-3
C29H55N5O18;761,354210; Lividomycin A;36441-41-5
C17H24N10O17P4;764,027135; 6-(Adenosine Tetraphosphate-Methyl)-7,8-Dihydropterin;
C41H64O13;764,434692; Digitoxin;71-63-6
C21H36N7O16P3S;767,115208; Coenzyme A;85-61-0
C37H49N7O9S;767,331247; Pentagastrin;5534-95-2
C38H61N11O6;767,480629; TRANS-4-(GUANIDINOMETHYL)-CYCLOHEXANE-L-YL-D-3-CYCLOHEXYLALANYL-L-AZETIDINE-2-YL-D-TYROSINYL-L-HOMOARGININAMIDE;
C42H52N6O8;768,384663; Inhibitor Bea428;
C42H52N6O8;768,384663; Inhibitor Msa367;
C40H51NO14;769,330955; 11-Deoxy-Beta-Rhodomycin;
C21H29N10O14P3S;770,079826; Ado-P-Ch2-P-Ps-Ado;
C38H57N7O10;771,416691; 4-[2-(3-Benzyloxycarbonylamino-4-Cyclohexyl-1-Hydroxy-2-Oxo-Butylamino)-5-Guanidino-Pentanoylamino]-4-(1-Carboxy-2-Cyclohexyl-Ethylcarbamoyl)-Butyric Acid;
C29H20ClN7O11S3;773,007144; Cibacron Blue;84166-13-2
C29H36N5O18P;773,179296; Coenzyme F420;64885-97-8
C40H63N5O10;773,457493; Motuporin;
C20H32N3O23P3;775,063944; 3'-1-Carboxy-1-Phosphonooxy-Ethoxy-Uridine-Diphosphate-N-Acetylglucosamine;
C15H11I4NO4;776,686682; Levothyroxine;51-48-9
C15H11I4NO4;776,686682; Dextrothyroxine;51-49-0
C40H50N4O8S2;778,307006; Inhibitor Bea409;
C45H54N4O8;778,394165; Vinorelbine;71486-22-1
C21H32N7O19P3;779,096581; 5,6-Dihydroxy-Nadp;
C41H64O14;780,429607; Digoxin;20830-75-5
C44H80NO8P;781,562155; Di-Linoleoyl-3-Sn-Phosphatidylcholine;
C21H36N7O17P3S;783,110123; Oxidized Coenzyme A;
C27H33N9O15P2;785,157134; Flavin-N7 Protonated-Adenine Dinucleotide;
C27H33N9O15P2;785,157134; Flavin-Adenine Dinucleotide;146-14-5
C34H47N3O18;785,285462; Methylumbelliferyl Chitotriose;
C43H51N3O11;785,352359; Rifaximin;80621-81-4
C31H46O19S2;786,207471; Carboxyatractyloside;33286-30-5
C44H85NO8P;786,601280; (Z,Z)-4-Hydroxy-N,N,N-Trimethyl-10-Oxo-7-[(1-Oxo-9-Octadecenyl)Oxy]-3,5,9-Trioxa-4-Phosphaheptacos-18-En-1-Aminium-4-Oxide;
C21H30N10O17P3;787,100324; 7-Methyl-Gpppa;
C35H49FeN5O12;787,272714; Carboxymycobactin T;
C20H27N10O18P3;788,071764; Diguanosine-5'-Triphosphate;
C31H45N6O16P;788,262966; 5,10-Dimethylene Tetrahydromethanopterin;
C18H22I3N3O8;788,854095; Metrizamide;31112-62-6
C44H89NO8P;790,632580; Di-Stearoyl-3-Sn-Phosphatidylcholine;
C31H53NO22;791,305922; Modified Acarbose Pentasaccharide;
C22H37N8O18P3;794,143866; Nitromethyldethia Coenzyme A;
C19H27N7O20P4;797,026132; U-Pi-a-Pi;
C21H36N7O16P3S2;799,087279; Coenzyme a Persulfide;
C42H72O14;800,492207; Ginsenoside Rg1;22427-39-0
C27H33N9O16P2;801,152049; 6-Hydroxy-Flavin-Adenine Dinucleotide;
C36H51FeN5O12;801,288364; Carboxymycobactin S;
C21H30N10O18P3;803,095239; Mrna Cap Analog N7-Methyl Gpppg;
C44H69NO12;803,481977; Tacrolimus;104987-11-3
C32H34F4N4O12P2;804,158458; 4-Benzoylamino-4-{1-{1-Carbamoyl-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-Butyric Acid;
C44H68O13;804,465992; 9,10-Deepithio-9,10-Didehydroacanthifolicin;78111-17-8
C46H51N3O10;805,357445; N-(1-Benzyl-3-{[3-(1,3-Dioxo-1,3-Dihydro-Isoindol-2-Yl)-Propionyl]-[2-(Hexahydro-Benzo[1,3]Dioxol-5-Yl)-Ethyl]-Amino}-2-Hydroxy-Propyl)-4-Benzyloxy-3,5-Dimethoxy-Benzamide;
C43H66O14;806,445257; Acetyldigitoxin;25395-32-8
C31H53NO23;807,300837; 4-O-(4,6-Dideoxy-4-{[4-[(4-O-Hexopyranosylhexopyranosyl)Oxy]-5,6-Dihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}Hexopyranosyl)Hexopyranose;
C43H53NO14;807,346605; Docetaxel;114977-28-5
C26H35N8O18P2;809,154454; Nicotinamide-Adenine-Dinucleotide-5-Hydroxy-4-Oxonorvaline;
C43H68ClNO11;809,448090; Pimecrolimus;137071-32-0
C46H58N4O9;810,420379; Vinblastine;865-21-4
C44H62N2O12;810,430275; Aurodox;12704-90-4
C23H37FN7O18P3;811,139195; Alpha-Fluoro-Carboxymethyldethia Coenzyme a Complex;
C43H65N5O10;811,473143; Telithromycin;191114-48-4
C35H41N8O15;813,269138; Ly231514 Tetra Glu;
C41H67NO15;813,451070; Troleandomycin;311074,00
C28H36N10O15P2;814,183684; 8-Demethyl-8-Dimethylamino-Flavin-Adenine-Dinucleotide;
C32H34N9O15P;815,191198; Beta-Dadf, Msa, Multisubstrate Adduct Inhibitor;
C19H26I3N3O9;820,880310; Iohexol;66108-95-0
C21H27BrN7O17P3;820,985965; Nicotinamide 8-Bromo-Adenine Dinucleotide Phosphate;
C49H42N8O5;822,327816; SD146;183854-21-9
C43H58N4O12;822,405123; Rifampin;13292-46-1
C24H40N7O17P3S;823,141423; Propionyl Coenzyme A;317-66-8
C43H49N7O10;823,354091; Virginiamycin factor S1;23152-29-6
C46H55ClN5O7;824,379002; 3''-(Beta-Chloroethyl)-2'',4''-Dioxo-3, 5''-Spiro-Oxazolidino-4-Deacetoxy-Vinblastine;
C46H56N4O10;824,399644; Vincristine;57-22-7
